instr,filter,CONDITION,FAILED_MC,condition_string,impurity_1,impurity_2,impurity_3,dissonance_1,dissonance_2,dissonance_3,neg_aff1,neg_aff2,neg_aff3,pos_aff1,pos_aff2,pos_aff3,embarrassed,ashamed,alientation_1,alientation_2,alientation_3,alientation_4,MCheck,age,male,decided_to_help,neutralDummy,failureDummy,inauthenticityDummy
1,1,2,0,failure,1,1,1,6,6,5,5,4,5,1,1,1,4,4,6,5,5,4,4,35,2,0,0,1,0
1,1,2,0,failure,4,2,5,3,4,3,2,5,3,3,5,4,5,3,5,3,4,6,4,32,1,0,0,1,0
1,1,2,0,failure,1,1,1,6,6,6,4,4,4,1,1,1,5,5,2,2,2,2,4,28,1,0,0,1,0
1,1,2,0,failure,1,1,1,5,5,6,7,6,7,2,2,2,2,6,4,5,5,5,4,24,2,0,0,1,0
1,1,2,0,failure,5,5,5,5,6,6,6,7,7,1,1,1,7,6,5,6,6,7,4,23,2,0,0,1,0
1,1,2,0,failure,1,1,1,6,7,7,5,6,6,1,1,1,6,6,2,2,2,6,4,28,1,1,0,1,0
1,1,2,0,failure,1,1,1,5,5,7,2,1,4,2,2,2,6,2,2,1,1,1,4,54,1,0,0,1,0
1,1,2,0,failure,1,1,4,6,6,6,6,6,6,1,1,1,5,7,1,1,1,1,4,32,1,0,0,1,0
1,1,2,0,failure,6,6,7,7,7,7,5,5,5,1,1,1,5,5,2,5,5,5,4,35,2,0,0,1,0
1,1,2,0,failure,5,3,3,7,7,7,7,7,7,1,1,3,7,7,2,5,5,5,4,23,2,1,0,1,0
1,1,2,0,failure,1,1,1,5,3,6,6,1,6,1,1,1,6,5,2,2,3,2,4,35,2,0,0,1,0
1,1,2,0,failure,3,4,4,5,5,4,4,4,3,5,3,5,5,6,3,4,5,5,4,19,1,0,0,1,0
1,1,2,0,failure,1,1,1,5,5,5,5,5,5,1,1,1,1,4,4,4,6,6,4,48,2,1,0,1,0
1,1,2,0,failure,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,30,1,0,0,1,0
1,1,2,0,failure,1,1,1,2,2,5,2,1,3,2,2,2,3,1,2,3,2,2,4,35,1,0,0,1,0
1,1,2,0,failure,5,2,5,7,7,7,7,6,7,1,1,1,7,6,7,7,7,7,4,37,2,0,0,1,0
1,1,2,0,failure,1,1,1,6,6,6,7,7,7,2,2,2,7,7,2,2,6,2,4,30,2,0,0,1,0
1,1,2,0,failure,2,2,4,5,6,5,6,6,5,2,2,2,6,5,2,5,5,5,4,20,2,0,0,1,0
1,1,2,0,failure,1,1,1,5,5,5,6,6,7,2,2,5,5,5,1,1,1,1,4,25,2,0,0,1,0
1,1,2,0,failure,2,2,2,6,6,5,6,5,5,2,2,2,5,6,5,5,5,4,4,29,1,1,0,1,0
1,1,2,0,failure,1,1,1,1,5,5,5,1,5,1,1,1,1,1,3,3,1,1,4,20,2,0,0,1,0
1,1,2,0,failure,2,1,1,5,6,6,7,7,7,1,1,1,7,6,2,6,5,6,4,21,1,1,0,1,0
1,1,2,0,failure,1,1,1,2,2,5,2,2,2,2,2,2,5,5,2,3,5,5,4,55,2,0,0,1,0
1,1,2,0,failure,2,2,2,6,6,6,7,7,7,1,1,1,2,5,1,1,1,1,4,29,1,0,0,1,0
1,1,2,0,failure,1,1,1,2,2,6,6,2,6,2,2,2,2,2,2,2,2,2,4,40,2,0,0,1,0
1,1,2,0,failure,5,3,3,6,5,5,7,5,6,3,4,4,6,6,5,4,3,6,4,24,1,0,0,1,0
1,1,2,0,failure,5,6,6,5,5,5,6,7,7,2,2,2,6,6,5,5,6,6,4,38,2,0,0,1,0
1,1,2,0,failure,2,2,2,5,5,3,5,4,5,1,1,1,5,5,2,2,4,3,4,41,1,0,0,1,0
1,1,2,0,failure,1,1,1,5,5,5,6,2,5,2,2,2,2,5,3,2,2,2,4,23,2,0,0,1,0
1,1,2,0,failure,1,1,1,1,1,1,1,1,4,2,3,1,1,1,2,1,2,1,4,37,2,0,0,1,0
1,1,2,0,failure,1,1,1,6,6,6,7,7,7,1,1,1,7,7,4,5,6,5,4,32,2,0,0,1,0
1,1,2,0,failure,1,1,1,6,6,6,5,5,6,1,1,2,4,5,1,1,1,1,4,26,2,0,0,1,0
1,1,2,0,failure,1,1,1,7,6,7,2,2,2,1,2,4,2,1,2,2,2,2,4,38,2,0,0,1,0
1,1,2,0,failure,1,1,1,7,6,6,1,1,1,1,1,1,5,1,1,1,1,1,4,54,2,0,0,1,0
1,1,2,0,failure,5,6,7,7,7,7,7,7,7,1,1,1,7,7,6,7,7,7,4,32,2,1,0,1,0
1,1,2,0,failure,1,5,2,6,6,7,5,5,5,1,1,1,7,6,1,1,1,1,4,38,2,1,0,1,0
1,1,2,0,failure,1,1,1,2,2,5,5,1,5,2,2,2,1,1,1,1,1,1,4,27,2,1,0,1,0
1,1,2,0,failure,1,1,1,4,5,3,5,4,6,2,2,2,6,4,2,2,2,2,4,41,1,0,0,1,0
1,1,2,0,failure,1,1,1,5,5,6,6,3,6,1,1,1,5,5,1,1,1,1,4,31,2,0,0,1,0
1,1,2,0,failure,1,1,1,7,7,7,7,1,5,1,1,1,7,7,2,2,1,1,4,51,2,0,0,1,0
1,1,2,0,failure,1,1,1,1,5,5,1,1,1,6,6,1,1,1,1,1,1,1,4,25,1,0,0,1,0
1,1,2,0,failure,1,1,1,6,6,7,5,2,7,1,1,3,6,5,2,1,5,5,4,30,1,1,0,1,0
1,1,2,0,failure,2,3,3,6,5,6,6,5,6,3,2,2,6,5,6,5,5,5,4,22,1,0,0,1,0
1,1,2,0,failure,1,1,1,2,5,6,6,2,6,1,1,1,6,6,5,5,5,5,4,40,2,0,0,1,0
1,1,2,0,failure,1,1,1,1,1,1,1,1,1,5,5,5,1,1,2,2,2,2,4,59,1,0,0,1,0
1,1,2,0,failure,4,4,5,5,5,4,5,4,4,1,1,1,6,5,3,3,4,4,4,36,1,0,0,1,0
1,1,2,0,failure,4,3,5,5,7,4,7,7,7,4,4,3,5,5,2,4,7,7,4,21,1,0,0,1,0
1,1,2,0,failure,1,1,1,2,3,2,2,2,2,4,4,4,2,2,2,2,2,2,4,19,1,0,0,1,0
1,1,2,0,failure,2,1,3,5,6,5,5,4,6,1,1,2,5,4,5,2,3,3,4,22,1,0,0,1,0
1,1,2,0,failure,3,3,3,6,6,7,7,5,7,2,2,2,7,6,3,3,3,3,4,19,2,1,0,1,0
1,1,2,0,failure,1,1,1,1,1,2,1,1,1,2,2,2,3,3,1,1,1,1,4,28,2,0,0,1,0
1,1,2,0,failure,2,1,4,6,5,5,7,3,6,1,1,1,6,5,3,5,4,4,4,35,2,0,0,1,0
1,1,2,0,failure,1,1,5,5,5,5,5,4,5,2,2,2,7,5,5,2,2,2,4,23,1,0,0,1,0
1,1,2,0,failure,1,1,1,1,1,5,5,5,5,2,2,4,5,5,2,2,2,2,4,49,1,0,0,1,0
1,1,2,0,failure,1,1,1,2,2,3,3,1,3,2,3,3,2,2,6,4,6,6,4,29,2,1,0,1,0
1,1,2,0,failure,1,1,4,5,6,6,4,2,2,1,1,1,5,5,5,6,5,7,4,38,2,0,0,1,0
1,1,2,0,failure,2,1,2,6,6,7,7,7,7,1,1,4,7,7,3,2,2,2,4,28,2,0,0,1,0
1,1,2,0,failure,1,6,4,7,6,6,6,6,6,2,2,5,7,6,6,5,6,7,4,24,1,1,0,1,0
1,1,2,0,failure,2,2,4,6,6,6,6,6,6,1,1,1,6,6,1,5,5,5,4,29,2,0,0,1,0
1,1,2,0,failure,1,3,6,7,7,7,7,7,7,1,1,1,7,7,1,7,6,3,4,36,2,0,0,1,0
1,1,2,0,failure,3,2,2,2,2,6,5,2,6,1,1,3,5,6,2,6,7,6,4,23,1,0,0,1,0
1,1,2,1,failure,1,1,1,5,3,2,6,2,7,2,2,4,6,7,2,2,5,4,1,30,1,0,0,1,0
1,1,2,0,failure,3,5,6,6,6,6,5,4,5,2,2,2,6,5,2,5,6,6,4,29,2,0,0,1,0
1,1,2,0,failure,3,2,2,6,5,6,5,5,3,2,2,2,3,3,2,2,2,6,4,40,2,0,0,1,0
1,1,2,0,failure,7,7,7,7,7,7,7,7,7,1,1,1,1,7,1,1,1,1,4,40,2,1,0,1,0
1,1,2,0,failure,1,1,1,2,2,5,6,3,6,1,1,1,6,6,2,4,4,5,4,21,1,0,0,1,0
